Crop,Growth_Stage,Soil_Type,N,P,K,pH,Recommended_Fertilizer
Tomato,Seedling,Black Soil,15.4,13.9,19.3,7.08,Vermicompost + Urea (46% N) (small dose)
Tomato,Seedling,Black Soil,17.3,9.6,8.7,7.37,Vermicompost + Urea (46% N) (small dose)
Tomato,Fruiting,Sandy Loam,47,45.6,99.8,6.44,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,87.3,25.9,26.8,6.56,Seaweed Extract
Tomato,Flowering,Black Soil,54.2,53,40.1,6.69,Vermicompost
Tomato,Fruiting,Reddish Soil,54.3,31.8,76,6.88,Vermicompost
Tomato,Vegetative,Black Soil,80.7,44.7,34.1,6.74,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,62.2,45.3,40.8,6.68,Seaweed Extract
Tomato,Seedling,Black Soil,23.7,8.4,13.6,7.04,Cow Manure Compost
Tomato,Flowering,Sandy Loam,66.5,47.6,54.6,6.8,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,40.5,42.8,88.2,7.05,Cow Manure Compost
Tomato,Vegetative,Reddish Soil,88.1,38.7,26.7,6.38,Neem Cake
Tomato,Vegetative,Reddish Soil,93.8,31.3,37.9,6.91,Vermicompost
Tomato,Fruiting,Black Soil,52.2,45.3,94.4,7.22,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,43.4,40.4,80.1,7.33,Wood Ash (Organic Potash)
Tomato,Flowering,Sandy Loam,67,38.9,38.1,7.16,Vermicompost
Tomato,Vegetative,Reddish Soil,70.4,33.4,29.4,6.49,Neem Cake
Tomato,Vegetative,Reddish Soil,77.2,34,39.8,6.77,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,58.8,47.9,44.5,6.25,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,41.1,39.8,97.8,6.11,Wood Ash (Organic Potash)
Tomato,Fruiting,Reddish Soil,55.3,38.2,89.7,6.26,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,15.2,9.2,8.6,6.54,Vermicompost + Urea (46% N) (small dose)
Tomato,Seedling,Sandy Loam,24.1,15,18.1,7,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,27.9,14.2,12,6.56,Vermicompost
Tomato,Vegetative,Sandy Loam,90.3,33.6,36,7.02,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,62.9,35.9,58.6,7.04,Seaweed Extract + Bone Meal
Tomato,Seedling,Sandy Loam,28,9.5,9,6.68,Cow Manure Compost
Tomato,Vegetative,Reddish Soil,71.9,35.3,37.1,6.46,Neem Cake
Tomato,Fruiting,Reddish Soil,47.4,48.7,94.8,6.7,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,77.5,30.3,25,7.07,Neem Cake
Tomato,Flowering,Sandy Loam,55.9,45.5,52.4,7.1,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,73.6,44.6,28.2,6.27,Seaweed Extract
Tomato,Fruiting,Reddish Soil,57.3,35.6,98.5,6.58,Cow Manure Compost
Tomato,Flowering,Reddish Soil,62.4,50.6,49.5,6.15,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,53.3,33.3,87,6.77,Wood Ash (Organic Potash)
Tomato,Seedling,Reddish Soil,27,10,14.7,6.73,Cow Manure Compost
Tomato,Seedling,Black Soil,19.7,11.3,16.8,7.14,Jeevamrut
Tomato,Seedling,Sandy Loam,18.2,16.1,9.8,6.54,Cow Manure Compost
Tomato,Vegetative,Sandy Loam,70.7,34,28.6,6.25,Neem Cake
Tomato,Seedling,Reddish Soil,23.4,14,16.1,6.8,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,63.9,38.1,55.4,6.72,Seaweed Extract
Tomato,Vegetative,Sandy Loam,99.2,27.7,28.5,7.07,Vermicompost
Tomato,Vegetative,Reddish Soil,74.2,30.5,39.6,6.33,Neem Cake
Tomato,Vegetative,Sandy Loam,78.3,39.2,29.1,7.1,Vermicompost
Tomato,Vegetative,Reddish Soil,92.5,26.4,26.2,6.35,Seaweed Extract
Tomato,Flowering,Sandy Loam,64.8,42.2,51.8,6.47,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,63.6,41.2,54.3,6.77,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,16,13.2,9.8,6.74,Jeevamrut + Urea (46% N) (small dose)
Tomato,Fruiting,Black Soil,46.2,44.1,76.1,7.17,Wood Ash (Organic Potash)
Tomato,Flowering,Black Soil,65.6,37.1,54,7.04,Bone Meal
Tomato,Vegetative,Reddish Soil,88.4,42.5,35.9,6.12,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,29.5,12.3,11.7,6.51,Cow Manure Compost
Tomato,Flowering,Sandy Loam,50.8,45,52.2,6.45,Seaweed Extract
Tomato,Vegetative,Reddish Soil,70.4,34.4,29.5,6.6,Seaweed Extract
Tomato,Fruiting,Sandy Loam,44.7,46.4,80.1,7.03,Wood Ash (Organic Potash)
Tomato,Fruiting,Sandy Loam,53.4,46,98,6.22,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,88.9,33.1,36.3,6.73,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,42.2,35.8,79.3,6.25,Cow Manure Compost
Tomato,Seedling,Black Soil,19.3,8.4,15.3,7,Vermicompost
Tomato,Seedling,Reddish Soil,19,8.2,9,6.97,Jeevamrut
Tomato,Vegetative,Sandy Loam,94.8,28.4,25.5,6.4,Vermicompost
Tomato,Fruiting,Sandy Loam,43.3,45.7,73.7,6.83,Vermicompost
Tomato,Seedling,Black Soil,15.8,10.8,18.9,6.74,Jeevamrut + Urea (46% N) (small dose)
Tomato,Vegetative,Sandy Loam,74.4,41.7,33.1,7.04,Seaweed Extract
Tomato,Vegetative,Sandy Loam,88.7,29.5,29.6,6.75,Neem Cake
Tomato,Seedling,Black Soil,25.1,15.6,10.9,7.23,Cow Manure Compost
Tomato,Vegetative,Black Soil,73.4,33,39.5,7.37,Neem Cake
Tomato,Vegetative,Reddish Soil,78.2,32.9,31.3,6.41,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,26.7,16.6,11.8,6.74,Jeevamrut
Tomato,Fruiting,Reddish Soil,45.4,35,71.9,6.46,Cow Manure Compost
Tomato,Vegetative,Black Soil,86,29.8,29,6.88,Seaweed Extract
Tomato,Seedling,Black Soil,24,15.1,8.2,7.47,Vermicompost
Tomato,Seedling,Sandy Loam,27.4,16.4,11,6.78,Jeevamrut
Tomato,Flowering,Sandy Loam,58.9,45.6,56.8,7.2,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,24.8,10.2,16.5,6.74,Jeevamrut
Tomato,Seedling,Sandy Loam,24.7,8.7,12.5,7,Vermicompost
Tomato,Seedling,Sandy Loam,18.8,11.6,16.1,6.26,Cow Manure Compost
Tomato,Fruiting,Reddish Soil,54,43.6,82.2,6.02,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,58.9,36,55.5,7.03,Seaweed Extract
Tomato,Seedling,Sandy Loam,17.5,16.9,10.9,6.55,Vermicompost + Urea (46% N) (small dose)
Tomato,Vegetative,Sandy Loam,88.4,43.8,34.9,6.28,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,42.6,32.1,91.7,7.08,Wood Ash (Organic Potash)
Tomato,Fruiting,Reddish Soil,50,30.2,70.3,6.36,Vermicompost
Tomato,Seedling,Reddish Soil,25.4,8.6,14.1,7,Vermicompost
Tomato,Flowering,Black Soil,50.1,40.7,50.4,7.48,Vermicompost
Tomato,Vegetative,Black Soil,83.8,44.6,32.4,6.83,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,50.2,42.1,83.8,7.03,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,58,38.4,78.3,7.09,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,67.5,54.7,54.2,6.92,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,68.9,44.3,50.3,6.67,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,67.1,39.8,59,6.2,Bone Meal
Tomato,Fruiting,Reddish Soil,54.4,47.3,75.4,6.8,Cow Manure Compost
Tomato,Flowering,Black Soil,61.9,36,47.4,7.1,Bone Meal
Tomato,Fruiting,Black Soil,52,35.8,90.8,7.36,Wood Ash (Organic Potash)
Tomato,Seedling,Reddish Soil,26.2,10,19.5,6.37,Vermicompost
Tomato,Vegetative,Sandy Loam,95.2,29.4,30.7,7.01,Vermicompost
Tomato,Seedling,Sandy Loam,24.1,9.2,12,6.34,Jeevamrut
Tomato,Flowering,Black Soil,53.7,45.8,56.8,7.23,Bone Meal
Tomato,Vegetative,Reddish Soil,79.2,29.3,25.5,6.3,Vermicompost
Tomato,Fruiting,Reddish Soil,54.3,39.2,97.6,6.69,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,57.4,45.5,93.1,7.34,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,56.2,38.6,92.5,7.11,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,20.8,10.7,17.9,6.86,Cow Manure Compost
Tomato,Vegetative,Sandy Loam,92.5,27.5,36.6,6.44,Seaweed Extract
Tomato,Seedling,Black Soil,17.2,12.9,19.8,6.74,Cow Manure Compost + Urea (46% N) (small dose)
Tomato,Fruiting,Black Soil,57.4,41.4,70.9,7.43,Cow Manure Compost
Tomato,Vegetative,Black Soil,76,28.3,27.5,7.31,Seaweed Extract
Tomato,Fruiting,Sandy Loam,40,36.2,77.2,6.43,Cow Manure Compost
Tomato,Fruiting,Sandy Loam,44.2,44.8,70.8,6.55,Vermicompost
Tomato,Fruiting,Sandy Loam,54.8,33.4,73.6,6.27,Cow Manure Compost
Tomato,Flowering,Reddish Soil,58.9,47.5,47.2,6.4,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,16,13.2,8.8,6.8,Vermicompost + Urea (46% N) (small dose)
Tomato,Vegetative,Sandy Loam,89.9,40,36.3,6.78,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,50.5,31.1,99.2,6.23,Cow Manure Compost
Tomato,Seedling,Sandy Loam,18.3,11.5,12.5,6.27,Cow Manure Compost
Tomato,Vegetative,Black Soil,88.5,32.2,26.7,7.17,Neem Cake
Tomato,Flowering,Reddish Soil,59,45.2,50.7,6.93,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,44,43.6,72.2,6.53,Wood Ash (Organic Potash)
Tomato,Fruiting,Black Soil,47.1,34.7,93.4,6.77,Cow Manure Compost
Tomato,Seedling,Reddish Soil,17.9,11.2,10.7,6.35,Vermicompost + Urea (46% N) (small dose)
Tomato,Fruiting,Reddish Soil,47.8,45.1,97.6,6.95,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,60.8,52,58.9,6.77,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,18.9,14.6,17.8,7.06,Cow Manure Compost
Tomato,Fruiting,Sandy Loam,46.7,44.6,82.6,6.78,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,48.8,44.5,84.6,7.37,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,65.5,44.1,48.1,6.94,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,18.9,14.6,11.7,7.02,Jeevamrut
Tomato,Vegetative,Black Soil,79.6,42.9,30.8,6.51,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,97.9,36.1,33.6,6.78,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,80.5,27.3,27.1,7.26,Vermicompost
Tomato,Seedling,Black Soil,29.1,17.5,19,6.87,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,60.3,36.7,48.7,6.58,Bone Meal
Tomato,Vegetative,Black Soil,88.8,26.6,38.1,7.42,Seaweed Extract
Tomato,Seedling,Reddish Soil,26.9,8.9,15.1,6.48,Cow Manure Compost
Tomato,Fruiting,Reddish Soil,53.5,45.9,77.5,6.62,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,22,8.6,14.7,6.96,Cow Manure Compost
Tomato,Fruiting,Reddish Soil,53.4,42.6,76,6.42,Wood Ash (Organic Potash)
Tomato,Seedling,Black Soil,26.3,16.1,19.9,6.91,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,77,43,30.8,7.04,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,75.5,31.9,38.5,6.97,Neem Cake
Tomato,Seedling,Black Soil,28.9,16.1,15.6,7.37,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,60,48.6,36.9,6.27,Seaweed Extract
Tomato,Fruiting,Reddish Soil,50.4,49.5,92.7,6.16,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,19.4,15.7,15.5,6.38,Cow Manure Compost
Tomato,Flowering,Reddish Soil,57.7,41.8,48.5,6.15,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,75.6,30.7,27.6,7.4,Vermicompost
Tomato,Fruiting,Reddish Soil,46.5,44.3,94.5,6.18,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,87.8,25.2,34.5,6.91,Seaweed Extract
Tomato,Seedling,Black Soil,20.5,14.3,15.6,7.04,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,17.3,11.2,16.8,6.48,Cow Manure Compost + Urea (46% N) (small dose)
Tomato,Flowering,Black Soil,54.1,35.2,38.4,7.4,Bone Meal
Tomato,Vegetative,Reddish Soil,70.8,26.3,32,6.91,Seaweed Extract
Tomato,Fruiting,Reddish Soil,45.3,42,78.9,6.71,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,80.3,39.6,34.8,6.85,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,86.7,41.9,36.9,6.38,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,83.4,35,28.7,6.67,Vermicompost
Tomato,Fruiting,Reddish Soil,46.4,47,91.9,6.1,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,48.8,34.7,91.1,6.82,Wood Ash (Organic Potash)
Tomato,Vegetative,Reddish Soil,75,43.9,37.7,6.67,Vermicompost
Tomato,Seedling,Black Soil,29.3,15.4,14.7,7.11,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,80.2,35.2,34.2,7.11,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,59.5,32,70.2,6.43,Wood Ash (Organic Potash)
Tomato,Fruiting,Black Soil,50.5,44.6,72.4,6.56,Cow Manure Compost
Tomato,Vegetative,Sandy Loam,80.3,39.7,34.9,7.13,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,28.5,10,8.8,7.08,Jeevamrut
Tomato,Vegetative,Sandy Loam,97.6,25.8,29.4,6.41,Neem Cake
Tomato,Vegetative,Black Soil,87.2,41.8,27.1,7.3,Neem Cake
Tomato,Vegetative,Black Soil,78.5,32.3,34.7,7.07,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,20.2,15.7,15.9,6.19,Cow Manure Compost
Tomato,Fruiting,Sandy Loam,48.2,49.6,75.4,7,Vermicompost
Tomato,Fruiting,Black Soil,46.8,46.3,72.4,7.39,Cow Manure Compost
Tomato,Fruiting,Black Soil,58.4,42.3,93.9,6.98,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,17.1,14.7,15.4,6.94,Cow Manure Compost + Urea (46% N) (small dose)
Tomato,Fruiting,Reddish Soil,51.8,42.3,89.1,6.24,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,58.8,47.5,73.1,6.39,Vermicompost
Tomato,Seedling,Black Soil,19.9,15.5,15.8,7.35,Cow Manure Compost
Tomato,Fruiting,Sandy Loam,48,46.2,70.4,6.85,Vermicompost
Tomato,Vegetative,Sandy Loam,74.9,29.7,25.4,7.03,Neem Cake
Tomato,Fruiting,Reddish Soil,46.3,35.4,87.9,6.87,Vermicompost
Tomato,Flowering,Black Soil,66.5,42,52,7.07,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,26.7,12.6,8.7,6.99,Vermicompost
Tomato,Fruiting,Reddish Soil,56.2,46.7,80,6.69,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,77.8,44.4,31.5,6.55,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,97.8,33.4,25.8,6.24,Seaweed Extract
Tomato,Fruiting,Black Soil,54.2,47.4,91.4,7.3,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,61.8,42.1,55,6.75,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,54.7,32.6,91.5,7.41,Vermicompost
Tomato,Vegetative,Black Soil,73.8,28,27.1,7.14,Seaweed Extract
Tomato,Flowering,Reddish Soil,55.2,41.9,57.9,6.29,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,43.6,46,90.3,6.75,Wood Ash (Organic Potash)
Tomato,Seedling,Sandy Loam,28.3,11.3,18.8,7.2,Cow Manure Compost
Tomato,Vegetative,Sandy Loam,73.2,32.1,31.2,6.88,Seaweed Extract
Tomato,Flowering,Reddish Soil,51,42.2,58.9,6.5,Vermicompost
Tomato,Flowering,Sandy Loam,63.6,36.1,35.9,6.59,Vermicompost
Tomato,Seedling,Black Soil,29.5,16.5,11.5,6.89,Jeevamrut
Tomato,Flowering,Black Soil,67,44.9,47,7.09,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,22.8,12.3,8.3,6.61,Jeevamrut
Tomato,Fruiting,Reddish Soil,48,35.3,76.2,6.48,Vermicompost
Tomato,Seedling,Sandy Loam,19.3,16,20,6.23,Cow Manure Compost
Tomato,Vegetative,Sandy Loam,79.4,38.8,29.1,6.39,Seaweed Extract
Tomato,Fruiting,Black Soil,54.2,32.1,87,6.76,Vermicompost
Tomato,Vegetative,Reddish Soil,84.1,41.4,31.9,6.36,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,70.2,29.2,35,6.61,Neem Cake
Tomato,Flowering,Black Soil,58.5,49.7,58.4,7.43,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,97.1,41.3,36.4,6.26,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,88.2,37.6,33.9,6.7,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,24.6,8.8,9.9,7.4,Jeevamrut
Tomato,Flowering,Sandy Loam,66.5,46.1,54.5,6.22,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,59.7,35.6,47.6,6.96,Seaweed Extract + Bone Meal
Tomato,Vegetative,Black Soil,90.5,28.3,38.7,7.32,Vermicompost
Tomato,Fruiting,Black Soil,46.3,40.1,71.2,6.65,Wood Ash (Organic Potash)
Tomato,Seedling,Sandy Loam,20.5,12.6,16.7,6.86,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,82.5,28.2,27.6,6.62,Vermicompost
Tomato,Fruiting,Black Soil,58.9,43.7,84.9,7.12,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,43.3,37.8,99.1,6.76,Vermicompost
Tomato,Fruiting,Reddish Soil,51.5,37.1,93.6,6.25,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,16.8,13,8.4,7.41,Jeevamrut + Urea (46% N) (small dose)
Tomato,Fruiting,Reddish Soil,43.2,33.2,72.1,6.19,Cow Manure Compost
Tomato,Seedling,Black Soil,27.7,8.2,17.8,6.78,Jeevamrut
Tomato,Vegetative,Black Soil,81.3,41.2,39.8,6.65,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,25.4,10.1,12.7,7.1,Jeevamrut
Tomato,Vegetative,Reddish Soil,71.6,40.7,28,6.26,Neem Cake
Tomato,Vegetative,Sandy Loam,78.9,43.8,37.3,7.18,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,43.2,39.4,86.6,6.77,Wood Ash (Organic Potash)
Tomato,Seedling,Reddish Soil,16.2,12,10.1,6.69,Cow Manure Compost + Urea (46% N) (small dose)
Tomato,Vegetative,Sandy Loam,72,25.4,37.4,6.72,Neem Cake
Tomato,Seedling,Reddish Soil,19.9,9.5,11.7,6.88,Jeevamrut
Tomato,Seedling,Sandy Loam,21.8,9.8,18.3,7.08,Jeevamrut
Tomato,Vegetative,Sandy Loam,87.7,33,39.6,6.74,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,52.7,47.6,38.2,6.78,Bone Meal
Tomato,Flowering,Reddish Soil,69.9,52.6,50.6,6.57,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,52.3,52.7,45.4,6.59,Seaweed Extract
Tomato,Vegetative,Black Soil,95.1,34.4,31.2,6.77,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,26.9,10.7,13.3,6.58,Cow Manure Compost
Tomato,Fruiting,Reddish Soil,50.8,35.6,82.8,6.04,Vermicompost
Tomato,Seedling,Sandy Loam,15.5,12.2,9,6.81,Jeevamrut + Urea (46% N) (small dose)
Tomato,Fruiting,Black Soil,50.4,39.6,70.8,6.84,Cow Manure Compost
Tomato,Fruiting,Black Soil,44.6,49.9,99.2,7.15,Vermicompost
Tomato,Fruiting,Sandy Loam,44.2,37.1,90.1,6.68,Cow Manure Compost
Tomato,Fruiting,Black Soil,52.4,44,86.8,6.51,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,60.8,50.8,43,7.13,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,59.4,52.8,52.7,6.06,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,76.6,28.7,37.4,6.49,Seaweed Extract
Tomato,Vegetative,Black Soil,86.6,36.2,38.1,6.9,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,44.8,49.7,74.3,7,Wood Ash (Organic Potash)
Tomato,Flowering,Reddish Soil,54.9,49.8,42.9,6.1,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,97.1,42,35,6.59,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,81.3,26.7,36.7,7.06,Vermicompost
Tomato,Vegetative,Reddish Soil,99.5,38.4,34.5,6.17,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,55.9,52.9,35.3,6.59,Vermicompost
Tomato,Fruiting,Reddish Soil,55.4,43.1,74.5,6.88,Vermicompost
Tomato,Fruiting,Sandy Loam,44.6,47.9,77.7,6.42,Vermicompost
Tomato,Seedling,Sandy Loam,15.5,16.8,10.9,6.76,Cow Manure Compost + Urea (46% N) (small dose)
Tomato,Vegetative,Black Soil,73.8,32.9,37,6.65,Neem Cake
Tomato,Vegetative,Sandy Loam,94,27.1,33.7,6.66,Neem Cake
Tomato,Vegetative,Black Soil,76.7,44.3,25.2,7.47,Vermicompost
Tomato,Flowering,Reddish Soil,52.5,52.8,47.6,6.45,Bone Meal
Tomato,Seedling,Black Soil,27.5,10.1,10.2,6.68,Jeevamrut
Tomato,Seedling,Black Soil,26.5,10.2,15.5,6.59,Vermicompost
Tomato,Seedling,Reddish Soil,17,15.3,17.8,6.21,Cow Manure Compost + Urea (46% N) (small dose)
Tomato,Seedling,Black Soil,24.2,9.4,11.5,6.87,Vermicompost
Tomato,Vegetative,Sandy Loam,75.2,32.6,37,6.59,Seaweed Extract
Tomato,Flowering,Black Soil,62.5,43.2,48.8,6.94,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,56.8,45.1,39,6.86,Bone Meal
Tomato,Flowering,Black Soil,61.3,44.5,51.6,7.44,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,55,32,78.3,6.28,Vermicompost
Tomato,Fruiting,Sandy Loam,58.9,36.3,95.8,6.33,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,40.9,49.2,90.4,6.83,Wood Ash (Organic Potash)
Tomato,Flowering,Black Soil,62.7,40.2,38.5,7.33,Seaweed Extract
Tomato,Seedling,Black Soil,28.2,15.4,16.4,7.2,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,90.9,35.7,29.6,7.31,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,91.7,27.2,34.1,6.48,Neem Cake
Tomato,Fruiting,Black Soil,53.8,43.5,76.5,7.16,Wood Ash (Organic Potash)
