District,Month,Soil_Type,N,P,K,pH,Temperature_C,Humidity_%,Rainfall_mm,Sunlight_lux,Recommended_Crop
Sangli,November,Black,64,42,49,7.39,23,59,73,55032,Bottle Gourd
Solapur,September,Black,87,31,45,6.63,23,56,53,54631,Bottle Gourd
Sangli,August,Red,99,39,47,6.69,27,71,54,57982,Bottle Gourd
Solapur,January,Loamy,96,40,44,7.32,24,75,76,51453,Bottle Gourd
Solapur,July,Black,65,33,41,7.27,34,79,82,52044,Bottle Gourd
Solapur,April,Black,69,30,40,7.07,22,81,107,56348,Bottle Gourd
Solapur,November,Black,84,31,32,6.26,32,80,100,53881,Bottle Gourd
Solapur,June,Red,97,30,30,6.65,34,58,119,53585,Bottle Gourd
Solapur,December,Black,62,47,49,6.54,34,68,63,64545,Bottle Gourd
Solapur,March,Loamy,81,30,36,6.63,22,71,105,63337,Bottle Gourd
Solapur,October,Loamy,84,46,45,6.06,29,42,69,30731,Bottle Gourd
Sangli,April,Red,73,38,30,7.35,32,54,87,31071,Lemongrass
Sangli,June,Loamy,56,38,30,5.91,31,47,144,31988,Lemongrass
Solapur,June,Loamy,56,36,41,6.84,27,58,122,65833,Lemongrass
Solapur,October,Black,68,40,38,5.93,22,76,80,39655,Lemongrass
Sangli,September,Loamy,54,42,43,6.23,21,57,129,37487,Lemongrass
Sangli,March,Red,70,37,34,6.8,21,47,135,65670,Lemongrass
Sangli,April,Loamy,79,49,38,6.25,24,77,110,49332,Lemongrass
Sangli,February,Loamy,55,41,43,7.0,27,71,111,56179,Lemongrass
Solapur,April,Red,58,39,37,6.67,32,45,75,48522,Lemongrass
Sangli,September,Red,54,31,43,5.76,34,46,89,56058,Lemongrass
Solapur,July,Black,66,34,41,7.18,29,73,114,44092,Lemongrass
Solapur,December,Black,59,49,34,6.67,34,66,119,60579,Lemongrass
Sangli,January,Loamy,52,41,42,7.04,31,81,90,61519,Lemongrass
Sangli,May,Loamy,52,44,46,7.18,21,72,132,52083,Lemongrass
Sangli,January,Loamy,74,34,33,6.46,32,76,77,68646,Lemongrass
Solapur,June,Black,57,49,42,7.36,25,72,100,36056,Lemongrass
Solapur,May,Red,60,47,34,6.14,27,60,85,53041,Lemongrass
Solapur,September,Loamy,66,31,35,6.76,27,50,121,55942,Lemongrass
Sangli,September,Red,56,46,32,6.16,27,50,97,46573,Lemongrass
Sangli,December,Red,72,48,31,5.77,30,55,80,68838,Lemongrass
Sangli,May,Loamy,62,35,49,7.05,28,78,124,59151,Lemongrass
Sangli,July,Black,51,37,47,6.14,20,67,143,51949,Lemongrass
Solapur,May,Black,72,30,41,5.98,31,60,74,66241,Lemongrass
Sangli,April,Loamy,78,33,35,5.59,32,70,132,49305,Lemongrass
Solapur,April,Red,67,36,37,6.42,21,47,143,42926,Lemongrass
Solapur,November,Red,61,40,46,6.92,29,74,88,40115,Lemongrass
Solapur,September,Black,53,46,32,6.6,23,80,139,55190,Lemongrass
Solapur,April,Loamy,51,36,36,6.49,32,48,80,63775,Lemongrass
Sangli,January,Loamy,75,45,46,6.76,30,46,130,34920,Lemongrass
Sangli,February,Black,62,44,44,7.38,33,75,115,62553,Lemongrass
Sangli,November,Red,50,43,37,6.14,33,78,108,57605,Lemongrass
Solapur,October,Loamy,74,38,47,5.62,33,84,137,38500,Lemongrass
Sangli,July,Black,55,30,37,5.86,20,43,119,45719,Lemongrass
Sangli,December,Loamy,69,32,44,5.6,24,66,115,33829,Lemongrass
Solapur,November,Loamy,66,46,38,6.46,26,72,135,66946,Lemongrass
Sangli,September,Loamy,60,41,47,5.68,32,54,108,62712,Lemongrass
Sangli,January,Red,58,36,44,6.89,22,41,114,58915,Lemongrass
Sangli,March,Black,54,36,42,6.48,21,42,73,42436,Lemongrass
Solapur,October,Black,61,34,43,7.19,29,49,143,64378,Lemongrass
Solapur,August,Loamy,61,45,41,6.15,25,58,94,60786,Lemongrass
Solapur,May,Red,64,46,40,6.05,30,51,118,56613,Lemongrass
Solapur,May,Black,54,36,32,6.52,33,41,84,65378,Lemongrass
Solapur,October,Red,60,38,43,7.41,29,72,141,30205,Lemongrass
Solapur,February,Black,75,38,44,6.83,22,81,127,69569,Lemongrass
Sangli,June,Black,71,49,41,7.16,21,77,130,45378,Lemongrass
Sangli,July,Black,64,34,40,7.06,27,64,144,36737,Lemongrass
Sangli,October,Black,53,46,46,6.07,22,78,79,61898,Lemongrass
Sangli,July,Black,78,46,36,6.62,27,53,123,40469,Lemongrass
Solapur,December,Black,60,40,37,6.44,23,42,141,57828,Lemongrass
Sangli,May,Red,70,30,37,6.2,25,50,98,63694,Lemongrass
Solapur,October,Loamy,57,34,31,6.51,30,71,71,53098,Lemongrass
Solapur,September,Black,73,41,31,6.44,21,62,88,57059,Lemongrass
Sangli,November,Black,77,46,42,6.42,29,70,129,35617,Lemongrass
Sangli,February,Black,64,36,44,6.94,31,66,99,42969,Lemongrass
Solapur,April,Black,61,36,34,6.99,27,79,130,62780,Lemongrass
Solapur,February,Red,78,33,37,5.69,23,68,80,61559,Lemongrass
Sangli,January,Black,67,43,38,7.31,28,66,135,57420,Lemongrass
Sangli,August,Black,76,33,32,6.22,29,65,140,37243,Lemongrass
Sangli,May,Black,58,33,31,6.84,29,45,144,58457,Lemongrass
Solapur,February,Black,59,34,41,6.3,28,73,98,41877,Lemongrass
Solapur,August,Loamy,79,47,46,5.88,30,75,139,49647,Lemongrass
Sangli,August,Red,79,46,41,7.06,29,56,104,57821,Lemongrass
Sangli,May,Black,60,45,39,5.75,27,79,75,60259,Lemongrass
Sangli,September,Red,59,42,43,6.26,34,64,145,31894,Lemongrass
Sangli,September,Black,59,38,45,6.49,31,41,93,50561,Lemongrass
Solapur,December,Loamy,51,35,35,6.29,26,67,82,50618,Lemongrass
Solapur,December,Black,69,37,36,5.82,32,61,107,36611,Lemongrass
Solapur,March,Loamy,53,44,46,5.9,23,83,111,37976,Lemongrass
Sangli,October,Loamy,72,41,35,6.68,31,77,76,56906,Lemongrass
Sangli,June,Black,78,31,30,6.79,29,49,106,68179,Lemongrass
Sangli,September,Loamy,58,45,38,5.91,29,83,145,52818,Lemongrass
Solapur,March,Loamy,75,34,35,6.88,33,51,121,41240,Lemongrass
Sangli,April,Loamy,76,47,32,6.16,32,54,111,44932,Lemongrass
Sangli,September,Black,54,39,30,5.6,24,67,136,51343,Lemongrass
Sangli,January,Red,76,47,42,6.09,23,57,83,46837,Lemongrass
Solapur,January,Loamy,73,32,46,6.74,27,56,126,33386,Lemongrass
Sangli,September,Red,54,40,41,6.53,31,61,125,67993,Lemongrass
Sangli,January,Black,60,46,43,6.49,27,42,131,61577,Lemongrass
Solapur,April,Loamy,65,46,43,6.73,30,63,129,34775,Lemongrass
Solapur,March,Red,53,33,31,5.96,27,80,130,66032,Lemongrass
Solapur,September,Loamy,65,33,44,6.23,21,49,118,59725,Lemongrass
Solapur,June,Loamy,59,33,42,7.1,26,48,134,62465,Lemongrass
Sangli,June,Black,63,30,35,6.67,26,83,119,67173,Lemongrass
Solapur,September,Loamy,74,31,34,5.6,24,52,134,41740,Lemongrass
Sangli,July,Loamy,62,45,41,6.81,33,60,88,39147,Lemongrass
Solapur,February,Loamy,53,43,31,5.85,33,58,105,52778,Lemongrass
Solapur,March,Red,75,32,37,5.73,22,44,98,30374,Lemongrass
Solapur,March,Black,51,49,38,5.56,24,80,73,44869,Lemongrass
Solapur,December,Loamy,71,44,49,6.2,34,67,112,56121,Lemongrass
Solapur,March,Black,56,41,31,7.11,28,58,94,34542,Lemongrass
Sangli,April,Red,75,43,45,5.88,21,80,114,67844,Lemongrass
Sangli,May,Red,54,35,31,7.28,25,80,94,53901,Lemongrass
Solapur,May,Loamy,59,44,46,6.28,28,75,112,42013,Lemongrass
Sangli,May,Red,76,38,39,6.71,32,43,85,40520,Lemongrass
Sangli,January,Loamy,51,38,41,6.46,33,51,104,32004,Lemongrass
Sangli,February,Black,52,38,44,7.06,24,42,75,50365,Lemongrass
Solapur,October,Red,75,36,33,7.12,32,75,107,41338,Lemongrass
Sangli,September,Red,58,48,30,7.3,32,55,113,64237,Lemongrass
Solapur,June,Loamy,54,30,46,6.75,27,51,87,66831,Lemongrass
Solapur,December,Black,53,44,43,7.49,28,59,86,43488,Lemongrass
Sangli,February,Black,75,31,45,6.16,26,80,132,62703,Lemongrass
Sangli,October,Red,75,48,46,6.81,23,48,125,36106,Lemongrass
Solapur,July,Loamy,74,47,49,6.08,24,55,122,41984,Lemongrass
Solapur,September,Black,75,48,36,6.42,20,78,144,55440,Lemongrass
Solapur,September,Red,56,31,40,6.25,34,79,148,60214,Lemongrass
Solapur,August,Red,55,33,36,6.39,25,76,128,53428,Lemongrass
Sangli,November,Loamy,72,37,49,7.49,30,68,94,67756,Lemongrass
Sangli,October,Loamy,61,31,36,6.89,20,50,82,48234,Lemongrass
Sangli,April,Black,63,37,36,7.48,27,74,78,39208,Lemongrass
Sangli,January,Loamy,69,35,42,6.23,30,60,106,44091,Lemongrass
Sangli,July,Loamy,70,33,46,7.33,26,84,79,55169,Lemongrass
Sangli,June,Black,74,36,47,6.23,25,81,75,32925,Lemongrass
Sangli,May,Red,58,34,34,7.49,30,62,106,39901,Lemongrass
Sangli,September,Black,72,41,49,7.26,28,54,141,68299,Lemongrass
Solapur,October,Black,51,49,30,6.82,23,43,131,57301,Lemongrass
Solapur,August,Red,78,46,41,5.5,34,80,101,60165,Lemongrass
Solapur,January,Black,73,41,43,6.44,21,73,143,53079,Lemongrass
Solapur,January,Loamy,79,39,48,5.98,25,79,90,60009,Lemongrass
Solapur,November,Red,60,38,42,6.14,33,60,103,57922,Lemongrass
Solapur,December,Red,76,37,46,6.34,34,58,140,68437,Lemongrass
Solapur,June,Loamy,67,39,33,6.07,30,81,111,61465,Lemongrass
Solapur,April,Red,74,37,38,6.92,28,60,109,52931,Lemongrass
Solapur,May,Loamy,69,47,33,7.02,24,61,121,41917,Lemongrass
Sangli,December,Red,72,42,49,5.51,22,60,111,49213,Lemongrass
Sangli,June,Black,73,31,35,5.8,25,43,75,38002,Lemongrass
Solapur,July,Loamy,75,49,38,5.54,21,76,141,53201,Lemongrass
Solapur,May,Red,56,42,38,6.66,24,42,86,39426,Lemongrass
Solapur,January,Black,72,38,33,6.53,29,71,70,59042,Lemongrass
Solapur,April,Red,76,44,35,6.95,24,78,122,47410,Lemongrass
Sangli,February,Black,70,41,34,7.49,21,84,129,61028,Lemongrass
Solapur,March,Black,66,49,39,6.88,23,75,91,42672,Lemongrass
Solapur,November,Loamy,57,34,37,7.07,32,54,114,33230,Lemongrass
Solapur,October,Black,62,32,41,5.62,20,63,107,57927,Lemongrass
Solapur,November,Black,68,35,30,6.39,20,56,90,31578,Lemongrass
Sangli,December,Black,67,30,32,7.01,20,83,94,66295,Lemongrass
Solapur,November,Loamy,77,41,33,5.78,29,61,122,58220,Lemongrass
Solapur,May,Black,65,41,44,7.39,22,73,133,41517,Lemongrass
Solapur,December,Black,79,40,48,7.13,33,78,141,31705,Lemongrass
Sangli,December,Black,64,39,46,6.2,25,58,132,63581,Lemongrass
Sangli,December,Black,62,38,38,5.9,34,68,109,37113,Lemongrass
Sangli,April,Loamy,62,37,38,5.76,33,51,105,35525,Lemongrass
Solapur,April,Black,65,40,32,6.21,34,65,136,49056,Lemongrass
Solapur,October,Black,60,45,49,7.39,25,41,123,42892,Lemongrass
Solapur,January,Black,71,33,40,7.21,27,71,87,61911,Lemongrass
Solapur,August,Black,56,33,39,7.48,25,64,132,63697,Lemongrass
Solapur,October,Loamy,57,46,43,6.28,32,75,122,30757,Lemongrass
Solapur,January,Loamy,55,34,44,6.16,25,79,75,67861,Lemongrass
Solapur,December,Black,63,48,48,5.91,22,77,101,41064,Lemongrass
Solapur,October,Black,75,45,38,6.62,25,79,126,56428,Lemongrass
Sangli,August,Red,65,32,38,5.91,21,58,94,34806,Lemongrass
Sangli,March,Loamy,64,30,45,5.52,22,73,99,61139,Lemongrass
Solapur,September,Red,77,38,43,7.23,24,63,118,69660,Lemongrass
Sangli,March,Loamy,69,42,44,5.74,26,72,124,30637,Lemongrass
Solapur,February,Black,67,32,32,6.84,30,62,84,66478,Lemongrass
Sangli,August,Red,55,47,35,5.91,24,45,89,34114,Lemongrass
Sangli,January,Loamy,69,36,36,6.52,31,50,87,40091,Lemongrass
Sangli,October,Black,54,31,39,6.91,29,55,75,34275,Lemongrass
Solapur,August,Loamy,61,38,46,6.58,27,70,110,56335,Lemongrass
Solapur,September,Red,73,30,48,7.03,31,50,100,67299,Lemongrass
Sangli,February,Red,61,33,42,6.44,29,41,118,54158,Lemongrass
Solapur,October,Loamy,65,38,48,6.11,28,64,73,45819,Lemongrass
Sangli,August,Loamy,65,32,41,6.22,33,51,110,62105,Lemongrass
Solapur,November,Black,71,44,46,5.68,28,82,133,67436,Lemongrass
Solapur,March,Black,53,44,43,6.75,30,70,114,48515,Lemongrass
Sangli,May,Loamy,68,33,41,6.8,20,75,92,53487,Lemongrass
Solapur,June,Red,59,38,49,5.63,22,42,143,62951,Lemongrass
Solapur,August,Black,51,42,36,6.25,33,67,87,56125,Lemongrass
Solapur,November,Black,68,37,33,6.68,23,73,105,57412,Lemongrass
Sangli,March,Black,58,40,39,7.49,25,82,107,64055,Lemongrass
Solapur,February,Black,74,39,47,6.14,26,41,111,38767,Lemongrass
Sangli,March,Black,59,30,36,7.02,31,83,108,35511,Lemongrass
Solapur,December,Red,66,31,46,6.79,26,54,94,64232,Lemongrass
Sangli,May,Red,65,30,44,7.33,32,53,126,48081,Lemongrass
Sangli,March,Loamy,61,46,31,6.6,33,80,127,69928,Lemongrass
Solapur,March,Loamy,50,34,48,6.54,33,58,109,31985,Lemongrass
Solapur,January,Red,66,35,40,6.12,27,46,99,43739,Lemongrass
Sangli,May,Red,76,42,33,7.25,30,83,116,38836,Lemongrass
Solapur,September,Black,64,33,46,5.71,20,71,149,48262,Lemongrass
Sangli,April,Black,53,42,37,6.45,28,76,112,30749,Lemongrass
Sangli,February,Red,69,45,33,7.42,21,56,97,38227,Lemongrass
Sangli,June,Red,55,49,44,5.82,34,41,105,49326,Lemongrass
Solapur,May,Loamy,73,43,49,6.35,32,47,95,34710,Lemongrass
Sangli,January,Black,53,49,33,5.64,33,71,106,63892,Lemongrass
Solapur,October,Black,54,40,31,7.34,33,79,126,62164,Lemongrass
Solapur,September,Black,63,34,38,6.57,30,83,113,64743,Lemongrass
Sangli,January,Red,55,34,47,5.65,26,42,112,38425,Lemongrass
Solapur,July,Black,68,44,34,6.42,32,51,78,59415,Lemongrass
Solapur,May,Black,76,38,35,7.18,25,50,115,45483,Lemongrass
Sangli,July,Black,52,41,45,6.79,25,84,101,51443,Lemongrass
Sangli,March,Loamy,51,49,48,7.16,32,75,78,34170,Lemongrass
Solapur,March,Red,55,35,30,6.33,24,51,92,51087,Lemongrass
Solapur,January,Red,62,42,40,7.13,20,41,129,43761,Lemongrass
Solapur,November,Black,77,39,43,6.74,20,55,86,38689,Lemongrass
Solapur,November,Loamy,68,40,39,6.22,33,81,133,45391,Lemongrass
Solapur,July,Red,76,35,40,7.14,24,54,101,30869,Lemongrass
Sangli,January,Black,63,32,30,5.98,23,75,112,39576,Lemongrass
Solapur,June,Black,61,42,47,7.01,33,63,127,42394,Lemongrass
Solapur,August,Red,68,31,46,5.56,26,47,138,41705,Lemongrass
Solapur,November,Red,74,49,30,6.5,24,76,129,55449,Lemongrass
Solapur,June,Red,73,48,32,5.84,23,79,137,47763,Lemongrass
Sangli,July,Loamy,77,37,39,7.0,32,84,125,30591,Lemongrass
Solapur,January,Loamy,61,38,37,6.38,24,81,101,69844,Lemongrass
Sangli,February,Black,56,37,34,6.7,23,48,122,43911,Lemongrass
Sangli,July,Black,71,47,44,7.39,21,70,82,65117,Lemongrass
Solapur,November,Loamy,75,46,46,6.1,28,60,122,62627,Lemongrass
Solapur,August,Loamy,58,35,30,7.4,24,76,95,57392,Lemongrass
Solapur,June,Red,58,48,34,6.3,34,61,81,45237,Lemongrass
Solapur,August,Black,52,40,49,7.0,33,68,122,54636,Lemongrass
Sangli,July,Black,57,44,42,6.57,23,54,90,30197,Lemongrass
Solapur,December,Black,59,47,30,6.3,21,64,109,48272,Lemongrass
Solapur,June,Loamy,68,39,45,5.82,21,61,119,37627,Lemongrass
Sangli,December,Black,58,47,42,5.77,22,53,135,55482,Lemongrass
Sangli,August,Loamy,64,42,37,7.35,25,72,71,59660,Lemongrass
Sangli,February,Red,56,43,47,5.8,30,57,117,44015,Lemongrass
Sangli,October,Red,63,31,38,7.31,24,83,71,49330,Lemongrass
Solapur,May,Black,77,49,33,6.61,32,77,94,51669,Lemongrass
Solapur,February,Black,63,33,30,6.88,27,82,82,60928,Lemongrass
Solapur,September,Black,69,30,37,6.52,22,50,124,45369,Lemongrass
Solapur,January,Black,65,49,49,6.2,22,69,103,48293,Lemongrass
Sangli,January,Loamy,72,31,49,6.16,25,73,115,62963,Lemongrass
Solapur,September,Red,78,31,31,5.64,22,60,90,57323,Lemongrass
Solapur,January,Loamy,79,36,42,6.47,28,57,70,39717,Lemongrass
Sangli,September,Loamy,59,46,46,7.36,31,49,145,68036,Lemongrass
Solapur,June,Red,78,49,37,6.58,34,73,118,49285,Lemongrass
Solapur,September,Black,57,40,39,5.57,23,52,110,39934,Lemongrass
Solapur,September,Black,70,33,39,6.72,24,81,77,69369,Lemongrass
Solapur,January,Black,62,48,41,5.68,24,67,135,62148,Lemongrass
Solapur,August,Red,74,31,30,5.58,22,59,132,51764,Lemongrass
Sangli,October,Black,78,47,38,6.97,31,51,106,56065,Lemongrass
Solapur,July,Red,59,39,32,6.64,24,62,131,35434,Lemongrass
Sangli,December,Black,55,42,41,6.64,24,41,144,46213,Lemongrass
Solapur,February,Red,58,41,34,7.2,32,55,78,56799,Lemongrass
Sangli,March,Loamy,58,45,35,7.03,33,75,111,64618,Lemongrass
Sangli,April,Red,51,42,40,5.57,25,46,128,41379,Lemongrass
Solapur,March,Black,76,43,31,7.28,26,56,148,41325,Lemongrass
Solapur,December,Loamy,78,49,49,5.91,22,74,77,57033,Lemongrass
Sangli,May,Black,64,36,41,5.71,27,49,103,32759,Lemongrass
Sangli,February,Red,76,47,48,5.72,20,80,143,37531,Lemongrass
Solapur,June,Black,52,36,49,5.92,24,48,80,62077,Lemongrass
Sangli,August,Black,53,45,30,7.16,22,71,103,66184,Lemongrass
Solapur,October,Loamy,56,39,32,5.9,28,67,138,31481,Lemongrass
Sangli,February,Red,57,47,35,6.95,28,82,94,30605,Lemongrass
Sangli,January,Black,56,39,42,5.74,23,50,78,43136,Lemongrass
Solapur,May,Black,55,31,43,6.01,30,64,121,45013,Lemongrass
Solapur,March,Loamy,74,45,38,7.13,22,54,146,68301,Lemongrass
Solapur,September,Black,57,43,38,6.65,28,63,86,34712,Lemongrass
Sangli,August,Red,58,44,47,6.81,30,70,115,31612,Lemongrass
Sangli,November,Black,65,41,47,6.06,20,60,92,32368,Lemongrass
Solapur,October,Loamy,55,45,30,6.6,28,62,101,48518,Lemongrass
Solapur,November,Loamy,57,40,43,6.16,23,80,83,64077,Lemongrass
Solapur,June,Loamy,70,41,47,7.38,26,45,136,51224,Lemongrass
Solapur,February,Red,55,41,36,6.6,25,76,127,38863,Lemongrass
Solapur,December,Red,53,39,49,6.2,20,71,92,65516,Lemongrass
Solapur,March,Loamy,71,31,33,7.08,20,83,103,57613,Lemongrass
Sangli,October,Red,61,41,46,7.47,23,74,94,62432,Lemongrass
Solapur,September,Black,71,41,36,6.76,22,60,114,49219,Lemongrass
Solapur,September,Red,67,30,48,7.43,34,61,78,54723,Lemongrass
Sangli,April,Black,79,48,33,5.55,24,49,142,69088,Lemongrass
Sangli,December,Loamy,67,39,33,6.17,22,66,80,38455,Lemongrass
Solapur,December,Loamy,72,35,43,6.9,28,79,107,34855,Lemongrass
Solapur,June,Red,71,31,34,6.48,28,82,140,36332,Lemongrass
Solapur,July,Red,75,43,34,6.39,33,61,125,59206,Lemongrass
Solapur,October,Black,73,44,40,6.87,25,66,121,37483,Lemongrass
Solapur,January,Black,73,49,46,6.38,24,72,100,59345,Lemongrass
Sangli,October,Red,54,38,42,7.37,24,52,78,57810,Lemongrass
Sangli,December,Loamy,58,45,42,6.61,31,73,120,35664,Lemongrass
Sangli,February,Loamy,71,35,33,7.17,34,61,140,39821,Lemongrass
Sangli,June,Black,55,37,37,6.32,23,76,141,61565,Lemongrass
Sangli,September,Loamy,74,47,44,7.5,34,70,75,36825,Lemongrass
Solapur,April,Loamy,69,38,33,6.94,29,52,118,53171,Lemongrass
Sangli,November,Red,54,31,45,5.76,26,54,148,61588,Lemongrass
Solapur,July,Loamy,54,38,42,6.59,23,46,116,68190,Lemongrass
Sangli,March,Black,77,34,45,7.09,29,64,91,63587,Lemongrass
Solapur,June,Loamy,66,34,41,6.35,28,58,99,64139,Lemongrass
Solapur,February,Black,69,36,43,7.39,22,63,144,44630,Lemongrass
Solapur,August,Red,73,40,30,6.08,26,61,97,46697,Lemongrass
Sangli,January,Red,53,36,40,5.55,24,51,98,44945,Lemongrass
Sangli,June,Black,63,41,38,6.68,26,81,103,38927,Lemongrass
Sangli,December,Red,53,37,43,6.92,26,81,80,64426,Lemongrass
Sangli,October,Loamy,75,38,35,6.21,28,42,99,34039,Lemongrass
Sangli,June,Black,51,43,34,5.54,31,52,93,37202,Lemongrass
Sangli,April,Red,59,35,35,7.26,22,42,105,52905,Lemongrass
Sangli,November,Loamy,66,38,43,6.24,22,41,102,55993,Lemongrass
Solapur,May,Red,70,32,32,6.35,23,75,137,59535,Lemongrass
Sangli,March,Red,68,30,44,5.93,22,57,88,44255,Lemongrass
Sangli,December,Loamy,67,42,49,6.99,29,63,91,41826,Lemongrass
Sangli,April,Red,64,41,35,6.79,32,62,73,59259,Lemongrass
Solapur,May,Black,78,35,44,6.05,34,59,85,55996,Lemongrass
Sangli,July,Loamy,64,49,42,7.45,27,59,97,62006,Lemongrass
Solapur,September,Loamy,58,41,39,6.53,32,44,128,52133,Lemongrass
Sangli,October,Red,60,33,31,5.98,32,83,147,42189,Lemongrass
Solapur,August,Loamy,54,36,47,6.61,27,46,124,45090,Lemongrass
Sangli,October,Black,65,37,49,6.05,26,66,146,59593,Lemongrass
Sangli,July,Black,77,38,41,5.74,25,40,133,52923,Lemongrass
Sangli,June,Loamy,51,32,35,5.77,32,59,90,37719,Lemongrass
Solapur,April,Black,68,36,36,5.83,29,56,141,57737,Lemongrass
Solapur,April,Loamy,56,42,30,6.26,21,47,148,35361,Lemongrass
Sangli,December,Black,71,40,37,6.48,22,42,76,60402,Lemongrass
Solapur,October,Black,59,49,38,6.72,27,83,87,45991,Lemongrass
Sangli,January,Loamy,70,31,48,6.51,31,74,75,35131,Lemongrass
Sangli,February,Black,55,34,34,6.4,27,79,115,55313,Lemongrass
Solapur,April,Black,75,45,36,6.3,24,79,106,52738,Lemongrass
Solapur,December,Loamy,53,40,48,6.79,28,65,99,34307,Lemongrass
Sangli,December,Black,55,47,40,6.11,29,58,124,68491,Lemongrass
Solapur,January,Red,56,48,37,5.69,30,73,119,60723,Lemongrass
Sangli,April,Black,66,48,39,6.43,29,53,117,69751,Lemongrass
Solapur,August,Loamy,61,43,47,6.68,31,75,144,32872,Lemongrass
Sangli,February,Red,68,34,49,5.95,31,80,72,36244,Lemongrass
Sangli,January,Black,62,35,44,6.61,27,47,136,63742,Lemongrass
Sangli,September,Loamy,70,43,38,5.55,24,45,106,31240,Lemongrass
Sangli,October,Loamy,72,46,40,6.19,22,75,119,32905,Lemongrass
Solapur,November,Black,79,40,48,5.76,20,42,127,49679,Lemongrass
Solapur,April,Loamy,57,36,31,6.71,29,66,123,40194,Lemongrass
Solapur,September,Loamy,79,37,40,6.99,21,60,138,60513,Lemongrass
Solapur,October,Black,70,35,42,5.97,21,77,132,53167,Lemongrass
Sangli,August,Red,52,48,40,7.08,22,62,74,58257,Lemongrass
Sangli,May,Black,62,36,40,6.47,21,77,104,54421,Lemongrass
Sangli,March,Red,73,33,34,6.39,32,72,91,32746,Lemongrass
Solapur,May,Red,52,44,43,6.4,20,59,73,58641,Lemongrass
Sangli,February,Loamy,77,38,34,6.1,34,75,104,47737,Lemongrass
Solapur,June,Loamy,68,34,40,6.26,29,79,96,58605,Lemongrass
Sangli,December,Red,50,43,49,7.49,24,73,96,61619,Lemongrass
Sangli,May,Red,56,34,33,6.03,21,45,95,66727,Lemongrass
Solapur,September,Black,52,38,34,5.74,30,52,92,48262,Lemongrass
Solapur,June,Loamy,54,41,49,5.67,23,65,145,68816,Lemongrass
Sangli,October,Loamy,71,42,39,7.07,32,63,102,37035,Lemongrass
Sangli,June,Red,60,31,38,6.9,24,83,70,60367,Lemongrass
Sangli,March,Red,73,41,41,7.07,23,41,83,66752,Lemongrass
Sangli,January,Red,70,37,39,6.01,30,66,78,49214,Lemongrass
Sangli,June,Loamy,52,36,36,6.71,25,53,105,31234,Lemongrass
Solapur,May,Loamy,61,46,44,7.22,31,59,97,50888,Lemongrass
Sangli,February,Red,53,33,30,5.5,33,49,119,57348,Lemongrass
Sangli,October,Red,52,49,44,7.21,28,64,123,58683,Lemongrass
Solapur,June,Red,52,34,44,5.63,20,47,93,32263,Lemongrass
Solapur,August,Red,58,42,46,5.59,30,58,144,39396,Lemongrass
Sangli,February,Loamy,54,41,45,6.68,26,60,90,38226,Lemongrass
Sangli,August,Black,63,49,47,6.09,25,43,70,48324,Lemongrass
Solapur,December,Red,69,49,32,5.54,24,60,149,35081,Lemongrass
Solapur,November,Black,72,31,32,6.37,27,62,75,49965,Lemongrass
Solapur,October,Black,62,37,42,7.38,22,70,133,69469,Lemongrass
Sangli,July,Black,58,40,38,6.62,34,40,104,68902,Lemongrass
Solapur,March,Red,66,49,33,5.94,26,43,109,55258,Lemongrass
Solapur,October,Red,56,38,33,5.51,20,45,136,46674,Lemongrass
Solapur,July,Black,52,44,32,7.09,30,57,72,32419,Lemongrass
Sangli,July,Loamy,58,46,38,5.74,24,43,83,68364,Lemongrass
Solapur,December,Red,59,34,41,6.47,27,52,95,39699,Lemongrass
Solapur,September,Red,67,38,35,6.38,31,75,80,46767,Lemongrass
Solapur,November,Loamy,56,31,39,5.81,30,40,103,34044,Lemongrass
Sangli,January,Loamy,51,46,48,6.58,27,64,117,34323,Lemongrass
Sangli,August,Loamy,70,49,33,5.89,28,56,81,37747,Lemongrass
Solapur,April,Red,51,47,42,5.95,28,82,89,56624,Lemongrass
Sangli,January,Black,57,46,49,5.76,24,52,146,34782,Lemongrass
Sangli,August,Loamy,72,48,39,7.07,30,53,86,55728,Lemongrass
Solapur,September,Loamy,50,44,49,5.91,32,73,131,42007,Lemongrass
Solapur,March,Loamy,72,38,36,6.21,31,82,71,51451,Lemongrass
Sangli,October,Loamy,78,37,37,6.49,33,64,79,39571,Lemongrass
Sangli,May,Black,58,40,42,6.8,30,42,135,62023,Lemongrass
Sangli,January,Loamy,71,35,49,7.29,25,54,117,53393,Lemongrass
Sangli,September,Loamy,77,49,30,6.77,24,62,111,68924,Lemongrass
Solapur,October,Red,68,37,36,7.35,27,75,140,52423,Lemongrass
Solapur,December,Black,54,49,33,7.04,20,63,143,47835,Lemongrass
Solapur,May,Red,58,38,34,6.95,30,67,112,66347,Lemongrass
